id	name	desc	url	type
3523	Infinite Air with Mark McMorris	2016 PS4, XB1, PC, XBXS, PS5 video game	https://opencritic.com/game/3523/-	Q7889
2948	Infinite Dunamis	2016 3DS video game	https://opencritic.com/game/2948/-	Q7889
14510	Infinite Guitars	2023 Switch, XB1, PC video game	https://opencritic.com/game/14510/-	Q7889
13196	Infinite Links	2022 Switch, PS5, PS4, PC video game	https://opencritic.com/game/13196/-	Q7889
4624	Infinite Minigolf	2017 PS4, XB1, PC, XBXS, PS5 video game	https://opencritic.com/game/4624/-	Q7889
2312	Infinite Space III: Sea of Stars	2015 PC video game	https://opencritic.com/game/2312/-	Q7889
9424	Infinite: Beyond The Mind	2020 XB1, PS4, Switch, PC, XBXS, PS5 video game	https://opencritic.com/game/9424/-	Q7889
11631	Infinitrap: Rehamstered	2021 XB1, PC video game	https://opencritic.com/game/11631/-	Q7889
8991	Infinity Racer XD	2019 PC video game	https://opencritic.com/game/8991/-	Q7889
39	Infinity Runner	2014 PS4, XB1, Wii-U, PC, XBXS, PS5 video game	https://opencritic.com/game/39/-	Q7889
15569	Infinity Strash: Dragon Quest The Adventure of Dai	2023 XBXS, PS5, Switch, PC, XB1, PS4 video game	https://opencritic.com/game/15569/-	Q7889
2808	Infinium Strike	2016 PS4, XB1, PC, XBXS, PS5 video game	https://opencritic.com/game/2808/-	Q7889
5749	Infinos Gaiden	2018 PC video game	https://opencritic.com/game/5749/-	Q7889
6780	Infliction	2018 PC video game	https://opencritic.com/game/6780/-	Q7889
9042	Infliction: Extended Cut	2020 PS4, Switch, XB1, XBXS, PS5 video game	https://opencritic.com/game/9042/-	Q7889
13221	Influence, Inc.	2022 PC video game	https://opencritic.com/game/13221/-	Q7889
7265	INFRA	2016 PC video game	https://opencritic.com/game/7265/-	Q7889
7010	Inglorious	2018 PS4, PS5 video game	https://opencritic.com/game/7010/-	Q7889
13207	Injection π23 'Ars Regia'	2022 PS5, PS4, XBXS, PC video game	https://opencritic.com/game/13207/-	Q7889
8144	Injection π23 'No Name, No Number'	2019 PC video game	https://opencritic.com/game/8144/-	Q7889
3716	Injustice 2	2017 PS4, XB1, XBXS, PS5 video game	https://opencritic.com/game/3716/-	Q7889
5552	Injustice 2 - Teenage Mutant Ninja Turtles	2018 PS4, XB1, PC, XBXS, PS5 video game	https://opencritic.com/game/5552/-	Q7889
5831	Injustice 2: Legendary Edition	2018 XB1, PS4, XBXS, PS5 video game	https://opencritic.com/game/5831/-	Q7889
323	Injustice: Gods Among Us - Ultimate Edition	2013 PS4, XB1, PC, XBXS, PS5 video game	https://opencritic.com/game/323/-	Q7889
1882	INK	2015 PC video game	https://opencritic.com/game/1882/-	Q7889
14573	Ink & Paper: DoodleCut	2023 Switch video game	https://opencritic.com/game/14573/-	Q7889
14935	Inkbound	2023 PC video game	https://opencritic.com/game/14935/-	Q7889
6009	Inked	2018 PC video game	https://opencritic.com/game/6009/-	Q7889
12514	Inked: A Tale of Love	2018 Switch, PC video game	https://opencritic.com/game/12514/-	Q7889
3416	Inklings	2016 PC video game	https://opencritic.com/game/3416/-	Q7889
6102	InkSplosion	2018 PS4, XB1, PC, Vita, Switch, XBXS, PS5 video game	https://opencritic.com/game/6102/-	Q7889
14247	Inkulinati	2023 PC, XBXS, XB1 video game	https://opencritic.com/game/14247/-	Q7889
4957	Inmates	2017 PC video game	https://opencritic.com/game/4957/-	Q7889
8412	Inmost	2019 PC, Switch video game	https://opencritic.com/game/8412/-	Q7889
14491	Innchanted	2023 PC video game	https://opencritic.com/game/14491/-	Q7889
15197	Inner Ashes	2023 PS5, Switch, PS4, PC, XBXS, XB1 video game	https://opencritic.com/game/15197/-	Q7889
4366	Inner Chains	2017 PC video game	https://opencritic.com/game/4366/-	Q7889
5471	Inner Kung Fu Game	2016 PS4, PS5 video game	https://opencritic.com/game/5471/-	Q7889
5384	InnerSpace	2018 XB1, Switch, PC, PS4, XBXS, PS5 video game	https://opencritic.com/game/5384/-	Q7889
7225	Inops	2019 Switch video game	https://opencritic.com/game/7225/-	Q7889
6351	Insane Robots	2018 PS4, XB1, PC, XBXS, PS5 video game	https://opencritic.com/game/6351/-	Q7889
12163	Inscryption	2020 PC, PS5, PS4 video game	https://opencritic.com/game/12163/-	Q7889
2848	INSIDE	2016 PS4, XB1, PC, XBXS, PS5, Switch video game	https://opencritic.com/game/2848/-	Q7889
10432	Inside Grass: A little adventure	2020 Switch video game	https://opencritic.com/game/10432/-	Q7889
891	Inside My Radio	2015 PS4, XB1, Wii-U, PC, XBXS, PS5 video game	https://opencritic.com/game/891/-	Q7889
5651	Insidia	2018 PC video game	https://opencritic.com/game/5651/-	Q7889
6667	Insomnia: The Ark	2018 PC video game	https://opencritic.com/game/6667/-	Q7889
12262	Insomnis	2021 PC video game	https://opencritic.com/game/12262/-	Q7889
12142	Inspector Waffles	2021 Switch, PC, PS5, PS4 video game	https://opencritic.com/game/12142/-	Q7889
14788	INSTANT Chef Party	2020 Switch video game	https://opencritic.com/game/14788/-	Q7889
11885	Instant Farmer	2021 Switch, PC video game	https://opencritic.com/game/11885/-	Q7889
11982	Instant Sports Paradise	2021 Switch, PS4 video game	https://opencritic.com/game/11982/-	Q7889
9957	Instant Sports Summer Games	2020 Switch video game	https://opencritic.com/game/9957/-	Q7889
14698	Instant Sports Winter Games	2021 Switch, PS4, PS5 video game	https://opencritic.com/game/14698/-	Q7889
7099	INSTANT TENNIS	2018 Switch video game	https://opencritic.com/game/7099/-	Q7889
12898	Instruments of Destruction	2022 PC video game	https://opencritic.com/game/12898/-	Q7889
6762	Insurgency: Sandstorm	2018 PC video game	https://opencritic.com/game/6762/-	Q7889
11283	Insurmountable	2021 PC video game	https://opencritic.com/game/11283/-	Q7889
3295	Intensive Exposure	2016 PC video game	https://opencritic.com/game/3295/-	Q7889
4238	Interkosmos	2017 Vive video game	https://opencritic.com/game/4238/-	Q7889
13656	Interkosmos 2000	2022 Quest video game	https://opencritic.com/game/13656/-	Q7889
11177	Internet Court	2021 PC video game	https://opencritic.com/game/11177/-	Q7889
4703	Interplanetary: Enhanced Edition	2017 PC video game	https://opencritic.com/game/4703/-	Q7889
8697	Interrogation: You Will Be Deceived	2019 PC video game	https://opencritic.com/game/8697/-	Q7889
10438	Interstate Drifter 1999	2020 PC video game	https://opencritic.com/game/10438/-	Q7889
10148	Interstellar Space: Genesis	2019 PC video game	https://opencritic.com/game/10148/-	Q7889
9965	Into A Dream	2020 PC video game	https://opencritic.com/game/9965/-	Q7889
5606	Into The Breach	2018 PC video game	https://opencritic.com/game/5606/-	Q7889
8449	Into the Dead 2	2019 Switch video game	https://opencritic.com/game/8449/-	Q7889
14196	Into The Flames	2023 PC video game	https://opencritic.com/game/14196/-	Q7889
12168	Into the Pit	2021 PC, XB1, XBXS video game	https://opencritic.com/game/12168/-	Q7889
9944	Into the Radius	2020 Vive, Quest video game	https://opencritic.com/game/9944/-	Q7889
2384	Into the Stars	2016 PC video game	https://opencritic.com/game/2384/-	Q7889
11860	Intravenous	2021 PC video game	https://opencritic.com/game/11860/-	Q7889
14058	Intrepid Izzy	2020 XB1, PS4, Switch, PC, XBXS, PS5 video game	https://opencritic.com/game/14058/-	Q7889
13361	Intruder In Antiquonia	2022 PC video game	https://opencritic.com/game/13361/-	Q7889
7285	Intruders: Hide and Seek	2019 PSVR video game	https://opencritic.com/game/7285/-	Q7889
12953	Inukari - Chase of Deception	2022 Switch, PC, XBXS, XB1 video game	https://opencritic.com/game/12953/-	Q7889
11849	Inunaki Tunnel	2019 PC video game	https://opencritic.com/game/11849/-	Q7889
3002	INVANOID	2016 Wii-U video game	https://opencritic.com/game/3002/-	Q7889
8323	Invasion of Alien X - Earth in Crisis	2019 Switch video game	https://opencritic.com/game/8323/-	Q7889
7251	INVAXION	2018 PC video game	https://opencritic.com/game/7251/-	Q7889
5276	Invector	2017 PS4, PS5 video game	https://opencritic.com/game/5276/-	Q7889
15223	Invector: Rhythm Galaxy	2023 PC video game	https://opencritic.com/game/15223/-	Q7889
4650	Inverness Nights	2017 PC video game	https://opencritic.com/game/4650/-	Q7889
3133	Inversus	2016 PS4, PC, PS5 video game	https://opencritic.com/game/3133/-	Q7889
4964	INVERSUS Deluxe	2016 XB1, Switch, PC, XBXS video game	https://opencritic.com/game/4964/-	Q7889
15845	Invincible Presents: Atom Eve	2023 PC video game	https://opencritic.com/game/15845/-	Q7889
11399	Invirium	2021 Stadia, Switch video game	https://opencritic.com/game/11399/-	Q7889
6096	Invisiballs	2018 Switch video game	https://opencritic.com/game/6096/-	Q7889
1253	Invisible Inc.	2015 PS4, PC, Switch, PS5 video game	https://opencritic.com/game/1253/-	Q7889
2059	Invisible, Inc. Contingency Plan	2015 PC video game	https://opencritic.com/game/2059/-	Q7889
3965	Invisigun Heroes	2017 PC video game	https://opencritic.com/game/3965/-	Q7889
8193	Invisigun Reloaded	2017 PS4, PC, Switch, PS5 video game	https://opencritic.com/game/8193/-	Q7889
