id	name	desc	url	type
AR_Games	AR Games	video game	https://www.mariowiki.com/AR_Games	Q7889
All_Night_Nippon_Super_Mario_Bros.	All Night Nippon Super Mario Bros.	video game	https://www.mariowiki.com/All_Night_Nippon_Super_Mario_Bros.	Q7889
Alleyway	Alleyway	video game	https://www.mariowiki.com/Alleyway	Q7889
Amiibo_tap:_Nintendo's_Greatest_Bits	Amiibo tap: Nintendo's Greatest Bits	video game	https://www.mariowiki.com/Amiibo_tap%3A_Nintendo%27s_Greatest_Bits	Q7889
Arcade_Classics_Series	Arcade Classics Series	video game	https://www.mariowiki.com/Arcade_Classics_Series	Q7889
BS_Super_Mario_Collection	BS Super Mario Collection	video game	https://www.mariowiki.com/BS_Super_Mario_Collection	Q7889
BS_Super_Mario_USA	BS Super Mario USA	video game	https://www.mariowiki.com/BS_Super_Mario_USA	Q7889
Ball	Ball	video game	https://www.mariowiki.com/Ball	Q7889
Balloon_Trip	Balloon Trip	video game	https://www.mariowiki.com/Balloon_Trip	Q7889
Bird_&_Beans	Bird & Beans	video game	https://www.mariowiki.com/Bird_%26_Beans	Q7889
Boxing	Boxing	video game	https://www.mariowiki.com/Boxing	Q7889
Captain_Rainbow	Captain Rainbow	video game	https://www.mariowiki.com/Captain_Rainbow	Q7889
Captain_Toad:_Treasure_Tracker	Captain Toad: Treasure Tracker	video game	https://www.mariowiki.com/Captain_Toad%3A_Treasure_Tracker	Q7889
Chef	Chef	video game	https://www.mariowiki.com/Chef	Q7889
Club_Nintendo_Picross	Club Nintendo Picross	video game	https://www.mariowiki.com/Club_Nintendo_Picross	Q7889
Club_Nintendo_Picross_Plus	Club Nintendo Picross Plus	video game	https://www.mariowiki.com/Club_Nintendo_Picross_Plus	Q7889
Crazy_Kong	Crazy Kong	video game	https://www.mariowiki.com/Crazy_Kong	Q7889
DK:_Jungle_Climber	DK: Jungle Climber	video game	https://www.mariowiki.com/DK%3A_Jungle_Climber	Q7889
DK:_King_of_Swing	DK: King of Swing	video game	https://www.mariowiki.com/DK%3A_King_of_Swing	Q7889
DSiWare	DSiWare	video game	https://www.mariowiki.com/DSiWare	Q7889
Dance_Dance_Revolution:_Mario_Mix	Dance Dance Revolution: Mario Mix	video game	https://www.mariowiki.com/Dance_Dance_Revolution%3A_Mario_Mix	Q7889
Densetsu_no_Starfy_3	Densetsu no Starfy 3	video game	https://www.mariowiki.com/Densetsu_no_Starfy_3	Q7889
Diddy_Kong_Pilot_(2001)	Diddy Kong Pilot (2001)	video game	https://www.mariowiki.com/Diddy_Kong_Pilot_%282001%29	Q7889
Diddy_Kong_Pilot_(2003)	Diddy Kong Pilot (2003)	video game	https://www.mariowiki.com/Diddy_Kong_Pilot_%282003%29	Q7889
Diddy_Kong_Racing	Diddy Kong Racing	video game	https://www.mariowiki.com/Diddy_Kong_Racing	Q7889
Diddy_Kong_Racing_Adventure	Diddy Kong Racing Adventure	video game	https://www.mariowiki.com/Diddy_Kong_Racing_Adventure	Q7889
Diddy_Kong_Racing_DS	Diddy Kong Racing DS	video game	https://www.mariowiki.com/Diddy_Kong_Racing_DS	Q7889
Donkey_Kong_(Game_&_Watch)	Donkey Kong (Game & Watch)	video game	https://www.mariowiki.com/Donkey_Kong_%28Game_%26_Watch%29	Q7889
Donkey_Kong_(Game_Boy)	Donkey Kong (Game Boy)	video game	https://www.mariowiki.com/Donkey_Kong_%28Game_Boy%29	Q7889
Donkey_Kong_(Nelsonic_Game_Watch)	Donkey Kong (Nelsonic Game Watch)	video game	https://www.mariowiki.com/Donkey_Kong_%28Nelsonic_Game_Watch%29	Q7889
Donkey_Kong_(game)	Donkey Kong (game)	video game	https://www.mariowiki.com/Donkey_Kong_%28game%29	Q7889
Donkey_Kong_(slot_machine)	Donkey Kong (slot machine)	video game	https://www.mariowiki.com/Donkey_Kong_%28slot_machine%29	Q7889
Donkey_Kong_3	Donkey Kong 3	video game	https://www.mariowiki.com/Donkey_Kong_3	Q7889
Donkey_Kong_3_(Game_&_Watch)	Donkey Kong 3 (Game & Watch)	video game	https://www.mariowiki.com/Donkey_Kong_3_%28Game_%26_Watch%29	Q7889
Donkey_Kong_3:_Dai_Gyakushū	Donkey Kong 3: Dai Gyakushū	video game	https://www.mariowiki.com/Donkey_Kong_3%3A_Dai_Gyakush%C5%AB	Q7889
Donkey_Kong_64	Donkey Kong 64	video game	https://www.mariowiki.com/Donkey_Kong_64	Q7889
Donkey_Kong_Barrel_Blast	Donkey Kong Barrel Blast	video game	https://www.mariowiki.com/Donkey_Kong_Barrel_Blast	Q7889
Donkey_Kong_Circus	Donkey Kong Circus	video game	https://www.mariowiki.com/Donkey_Kong_Circus	Q7889
Donkey_Kong_Classics	Donkey Kong Classics	video game	https://www.mariowiki.com/Donkey_Kong_Classics	Q7889
Donkey_Kong_Coconut_Crackers	Donkey Kong Coconut Crackers	video game	https://www.mariowiki.com/Donkey_Kong_Coconut_Crackers	Q7889
Donkey_Kong_Country	Donkey Kong Country	video game	https://www.mariowiki.com/Donkey_Kong_Country	Q7889
Donkey_Kong_Country_2:_Diddy's_Kong_Quest	Donkey Kong Country 2: Diddy's Kong Quest	video game	https://www.mariowiki.com/Donkey_Kong_Country_2%3A_Diddy%27s_Kong_Quest	Q7889
Donkey_Kong_Country_3:_Dixie_Kong's_Double_Trouble!	Donkey Kong Country 3: Dixie Kong's Double Trouble!	video game	https://www.mariowiki.com/Donkey_Kong_Country_3%3A_Dixie_Kong%27s_Double_Trouble%21	Q7889
Donkey_Kong_Country_Returns	Donkey Kong Country Returns	video game	https://www.mariowiki.com/Donkey_Kong_Country_Returns	Q7889
Donkey_Kong_Country_Returns_3D	Donkey Kong Country Returns 3D	video game	https://www.mariowiki.com/Donkey_Kong_Country_Returns_3D	Q7889
Donkey_Kong_Country:_Tropical_Freeze	Donkey Kong Country: Tropical Freeze	video game	https://www.mariowiki.com/Donkey_Kong_Country%3A_Tropical_Freeze	Q7889
Donkey_Kong_Country:_Tropical_Freeze_(Nintendo_Switch)	Donkey Kong Country: Tropical Freeze (Nintendo Switch)	video game	https://www.mariowiki.com/Donkey_Kong_Country%3A_Tropical_Freeze_%28Nintendo_Switch%29	Q7889
Donkey_Kong_Hockey	Donkey Kong Hockey	video game	https://www.mariowiki.com/Donkey_Kong_Hockey	Q7889
Donkey_Kong_II	Donkey Kong II	video game	https://www.mariowiki.com/Donkey_Kong_II	Q7889
Donkey_Kong_Jr._(Game_&_Watch)	Donkey Kong Jr. (Game & Watch)	video game	https://www.mariowiki.com/Donkey_Kong_Jr._%28Game_%26_Watch%29	Q7889
Donkey_Kong_Jr._(game)	Donkey Kong Jr. (game)	video game	https://www.mariowiki.com/Donkey_Kong_Jr._%28game%29	Q7889
Donkey_Kong_Jr._+_Jr._Sansū_Lesson	Donkey Kong Jr. + Jr. Sansū Lesson	video game	https://www.mariowiki.com/Donkey_Kong_Jr._%2B_Jr._Sans%C5%AB_Lesson	Q7889
Donkey_Kong_Jr._Math	Donkey Kong Jr. Math	video game	https://www.mariowiki.com/Donkey_Kong_Jr._Math	Q7889
Donkey_Kong_Jungle_Beat	Donkey Kong Jungle Beat	video game	https://www.mariowiki.com/Donkey_Kong_Jungle_Beat	Q7889
Donkey_Kong_Land	Donkey Kong Land	video game	https://www.mariowiki.com/Donkey_Kong_Land	Q7889
Donkey_Kong_Land_2	Donkey Kong Land 2	video game	https://www.mariowiki.com/Donkey_Kong_Land_2	Q7889
Donkey_Kong_Land_III	Donkey Kong Land III	video game	https://www.mariowiki.com/Donkey_Kong_Land_III	Q7889
Donkey_Kong_Racing	Donkey Kong Racing	video game	https://www.mariowiki.com/Donkey_Kong_Racing	Q7889
Donkey_Kong_no_Ongaku_Asobi	Donkey Kong no Ongaku Asobi	video game	https://www.mariowiki.com/Donkey_Kong_no_Ongaku_Asobi	Q7889
Donkey_Kong/Donkey_Kong_Jr./Mario_Bros.	Donkey Kong/Donkey Kong Jr./Mario Bros.	video game	https://www.mariowiki.com/Donkey_Kong/Donkey_Kong_Jr./Mario_Bros.	Q7889
Donkey_Kong:_Banana_Kingdom	Donkey Kong: Banana Kingdom	video game	https://www.mariowiki.com/Donkey_Kong%3A_Banana_Kingdom	Q7889
Donkey_Kong:_Jungle_Fever	Donkey Kong: Jungle Fever	video game	https://www.mariowiki.com/Donkey_Kong%3A_Jungle_Fever	Q7889
Donkey_Konga	Donkey Konga	video game	https://www.mariowiki.com/Donkey_Konga	Q7889
Donkey_Konga_2	Donkey Konga 2	video game	https://www.mariowiki.com/Donkey_Konga_2	Q7889
Donkey_Konga_3_JP	Donkey Konga 3 JP	video game	https://www.mariowiki.com/Donkey_Konga_3_JP	Q7889
Dr._Luigi	Dr. Luigi	video game	https://www.mariowiki.com/Dr._Luigi	Q7889
